exoc6xvt_abstract_abstract++++	These predicted siRNAs should effectively silence the genes of SARS - CoV-2 during siRNA mediated treatment assisting in the response against SARS - CoV-2 .	predicted siRNAs	silence the genes of SARS - CoV-2	MECHANISM	accept
exoc6xvt_abstract_abstract++++	These predicted siRNAs should effectively silence the genes of SARS - CoV-2 during siRNA mediated treatment assisting in the response against SARS - CoV-2 .	predicted siRNAs	siRNA mediated treatment	MECHANISM	accept
qsdxuykl_abstract_abstract	Summary A sudden outbreak of epidemic diarrhoea of piglets occurred in Japan , the principal features being watery diarrhoea , dehydration and high mortality in newborn animals . The microscopical lesions were villous atrophy in the small intestine , the villous enterocytes being vacuolated and cuboidal in shape .	epidemic diarrhoea	watery diarrhoea	MECHANISM	accept
qsdxuykl_abstract_abstract	Summary A sudden outbreak of epidemic diarrhoea of piglets occurred in Japan , the principal features being watery diarrhoea , dehydration and high mortality in newborn animals . The microscopical lesions were villous atrophy in the small intestine , the villous enterocytes being vacuolated and cuboidal in shape .	epidemic diarrhoea	dehydration	MECHANISM	accept
qsdxuykl_abstract_abstract	Summary A sudden outbreak of epidemic diarrhoea of piglets occurred in Japan , the principal features being watery diarrhoea , dehydration and high mortality in newborn animals . The microscopical lesions were villous atrophy in the small intestine , the villous enterocytes being vacuolated and cuboidal in shape .	epidemic diarrhoea	high mortality in newborn animals	MECHANISM	accept
8ufvich9_abstract_abstract	The human respiratory tract is the entry point for over 200 known viruses that collectively contribute to millions of annual deaths worldwide . Consequently the World Health Organization has designated respiratory viral infections as a priority for vaccine development .	viruses	deaths	MECHANISM	accept
8ufvich9_abstract_abstract	The human respiratory tract is the entry point for over 200 known viruses that collectively contribute to millions of annual deaths worldwide . Consequently the World Health Organization has designated respiratory viral infections as a priority for vaccine development .	vaccine	respiratory viral infections	MECHANISM	accept
8ufvich9_abstract_abstract+	To date , the majority of licensed human vaccines afford protection against infectious pathogens through the generation of specific immunoglobulin responses .	licensed human vaccines	protection against infectious pathogens	MECHANISM	accept
8ufvich9_abstract_abstract+	To date , the majority of licensed human vaccines afford protection against infectious pathogens through the generation of specific immunoglobulin responses .	generation of specific immunoglobulin responses	licensed human vaccines	MECHANISM	accept
8ufvich9_abstract_abstract++	In recent years , the selective manipulation of specific costimulatory pathways , which are critical in regulating T - cell - mediated immune responses , has generated increasing interest .	selective manipulation of specific costimulatory pathways	regulating T - cell - mediated immune responses	MECHANISM	accept
8ufvich9_abstract_abstract+++	Impressive results in animal models have shown that the tumor necrosis factor receptor ( TNFR ) family member OX40 ( CD134 ) and its binding partner OX40L ( CD252 ) are key costimulatory molecules involved in the generation of protective CD8(+ )	tumor necrosis factor receptor ( TNFR )	generation of protective CD8(+ )	MECHANISM	accept
8ufvich9_abstract_abstract+++	Impressive results in animal models have shown that the tumor necrosis factor receptor ( TNFR ) family member OX40 ( CD134 ) and its binding partner OX40L ( CD252 ) are key costimulatory molecules involved in the generation of protective CD8(+ )	family member OX40 ( CD134 )	generation of protective CD8(+ )	MECHANISM	accept
8ufvich9_abstract_abstract+++	Impressive results in animal models have shown that the tumor necrosis factor receptor ( TNFR ) family member OX40 ( CD134 ) and its binding partner OX40L ( CD252 ) are key costimulatory molecules involved in the generation of protective CD8(+ )	OX40L ( CD252 )	generation of protective CD8(+ )	MECHANISM	accept
8ufvich9_abstract_abstract++++	T - cell responses at mucosal surfaces such as the lung . In this review , we highlight these new findings with a particular emphasis on their potential as immunological adjuvants to enhance poxvirus - based CD8(+ ) T - cell vaccines .	T - cell responses at mucosal surfaces	immunological adjuvants	MECHANISM	accept
fu0v9fch_abstract_abstract	Immune reactivity in the retina can be critically important in inflammation and infections , but regulation of this response is essential . The retinal pigment epithelial ( RPE ) , a unique retinal cell , displays a number of essential functions to support the health of the retina .	Immune reactivity	inflammation	MECHANISM	accept
fu0v9fch_abstract_abstract	Immune reactivity in the retina can be critically important in inflammation and infections , but regulation of this response is essential . The retinal pigment epithelial ( RPE ) , a unique retinal cell , displays a number of essential functions to support the health of the retina .	Immune reactivity	infections	MECHANISM	accept
fu0v9fch_abstract_abstract	Immune reactivity in the retina can be critically important in inflammation and infections , but regulation of this response is essential . The retinal pigment epithelial ( RPE ) , a unique retinal cell , displays a number of essential functions to support the health of the retina .	retinal pigment epithelial ( RPE )	support the health of the retina	MECHANISM	accept
fu0v9fch_abstract_abstract+	In this review , we highlight how the RPE cell plays a pivotal role in immune defense . The RPE cell orchestrates both innate and adaptive immunity since it expresses TLRs , complement components , MHC class I and II molecules , and serves as an antigen presenting cell .	RPE cell	immune defense	MECHANISM	accept
fu0v9fch_abstract_abstract+	In this review , we highlight how the RPE cell plays a pivotal role in immune defense . The RPE cell orchestrates both innate and adaptive immunity since it expresses TLRs , complement components , MHC class I and II molecules , and serves as an antigen presenting cell .	RPE cell	orchestrates both innate and adaptive immunity	MECHANISM	accept
fu0v9fch_abstract_abstract+	In this review , we highlight how the RPE cell plays a pivotal role in immune defense . The RPE cell orchestrates both innate and adaptive immunity since it expresses TLRs , complement components , MHC class I and II molecules , and serves as an antigen presenting cell .	RPE cell	expresses TLRs , complement components , MHC class I and II molecules	MECHANISM	accept
fu0v9fch_abstract_abstract+	In this review , we highlight how the RPE cell plays a pivotal role in immune defense . The RPE cell orchestrates both innate and adaptive immunity since it expresses TLRs , complement components , MHC class I and II molecules , and serves as an antigen presenting cell .	RPE cell	serves as an antigen presenting cell	MECHANISM	accept
fu0v9fch_abstract_abstract++	Moreover , both of these immune responses result in the production of a plethora of cytokines , mainly proinflammatory . In order to counteract these inflammatory factors and silence unwanted immune reactivity , the RPE cell also generates suppressive molecules .	immune responses	production of a plethora of cytokines	MECHANISM	accept
fu0v9fch_abstract_abstract++	Moreover , both of these immune responses result in the production of a plethora of cytokines , mainly proinflammatory . In order to counteract these inflammatory factors and silence unwanted immune reactivity , the RPE cell also generates suppressive molecules .	RPE cell	counteract these inflammatory factors	MECHANISM	accept
fu0v9fch_abstract_abstract++	Moreover , both of these immune responses result in the production of a plethora of cytokines , mainly proinflammatory . In order to counteract these inflammatory factors and silence unwanted immune reactivity , the RPE cell also generates suppressive molecules .	RPE cell	silence unwanted immune reactivity	MECHANISM	accept
fu0v9fch_abstract_abstract++	Moreover , both of these immune responses result in the production of a plethora of cytokines , mainly proinflammatory . In order to counteract these inflammatory factors and silence unwanted immune reactivity , the RPE cell also generates suppressive molecules .	RPE cell	generates suppressive molecules	MECHANISM	accept
fu0v9fch_abstract_abstract+++	Recently , chronic immune reactivity has been implicated in a number of retinal diseases , such as age - related macular degeneration ( AMD ) . Current evidence suggests that the generation of excessive retinal inflammation may be the consequence of a loss of RPE immunosuppressive factors .	chronic immune reactivity	retinal diseases	MECHANISM	accept
fu0v9fch_abstract_abstract+++	Recently , chronic immune reactivity has been implicated in a number of retinal diseases , such as age - related macular degeneration ( AMD ) . Current evidence suggests that the generation of excessive retinal inflammation may be the consequence of a loss of RPE immunosuppressive factors .	chronic immune reactivity	age - related macular degeneration ( AMD )	MECHANISM	accept
fu0v9fch_abstract_abstract+++	Recently , chronic immune reactivity has been implicated in a number of retinal diseases , such as age - related macular degeneration ( AMD ) . Current evidence suggests that the generation of excessive retinal inflammation may be the consequence of a loss of RPE immunosuppressive factors .	loss of RPE immunosuppressive factors	generation of excessive retinal inflammation	MECHANISM	accept
fu0v9fch_abstract_abstract++++	Herein , we summarize the varied interactions of the RPE cell with the immune response and highlight how the RPE cell survives and participates in this dynamic environment .	RPE cell	immune response	MECHANISM	accept
lviulxuk_abstract_abstract	Nasopharyngeal samples from 300 patients , previously screened for common respiratory viruses , were tested by qPCR for the NSP1 and NP-1 genes . The VP1/2 gene in positive samples was then amplified by PCR and sequenced .	qPCR	NSP1 and NP-1 genes	MECHANISM	accept
lviulxuk_abstract_abstract	Nasopharyngeal samples from 300 patients , previously screened for common respiratory viruses , were tested by qPCR for the NSP1 and NP-1 genes . The VP1/2 gene in positive samples was then amplified by PCR and sequenced .	PCR	VP1/2 gene	MECHANISM	accept
lviulxuk_abstract_abstract+	No significant differences were observed between HBoV Ct levels and clinical illness . The occurrence was more frequently associated with fall ( 38.8 % ; 19/49 ) and spring ( 36.7 % ; 18/49 ) .	clinical illness	HBoV Ct levels	MECHANISM	accept
lviulxuk_abstract_abstract+	No significant differences were observed between HBoV Ct levels and clinical illness . The occurrence was more frequently associated with fall ( 38.8 % ; 19/49 ) and spring ( 36.7 % ; 18/49 ) .	fall	HBoV Ct levels	MECHANISM	accept
lviulxuk_abstract_abstract+	No significant differences were observed between HBoV Ct levels and clinical illness . The occurrence was more frequently associated with fall ( 38.8 % ; 19/49 ) and spring ( 36.7 % ; 18/49 ) .	spring	HBoV Ct levels	MECHANISM	accept
lviulxuk_abstract_abstract++	The sole identification of HBoV-1 supports the hypothesis that this particular genotype is strongly related to ARI , and contributes to the role of this virus in the aetiology of respiratory diseases .	HBoV-1	ARI	MECHANISM	accept
lviulxuk_abstract_abstract++	The sole identification of HBoV-1 supports the hypothesis that this particular genotype is strongly related to ARI , and contributes to the role of this virus in the aetiology of respiratory diseases .	HBoV-1	aetiology of respiratory diseases	MECHANISM	accept
udp4z0h4_abstract_abstract	RNA interference ( RNAi ) is a powerful approach for reducing expression of endogenously expressed proteins . It is widely used for biological applications and is being harnessed to silence mRNAs encoding pathogenic proteins for therapy .	RNA interference ( RNAi )	reducing expression of endogenously expressed proteins	MECHANISM	accept
udp4z0h4_abstract_abstract	RNA interference ( RNAi ) is a powerful approach for reducing expression of endogenously expressed proteins . It is widely used for biological applications and is being harnessed to silence mRNAs encoding pathogenic proteins for therapy .	RNA interference ( RNAi )	biological applications	MECHANISM	accept
udp4z0h4_abstract_abstract	RNA interference ( RNAi ) is a powerful approach for reducing expression of endogenously expressed proteins . It is widely used for biological applications and is being harnessed to silence mRNAs encoding pathogenic proteins for therapy .	RNA interference ( RNAi )	silence mRNAs encoding pathogenic proteins for therapy	MECHANISM	accept
udp4z0h4_abstract_abstract+	Various methods — including delivering RNA oligonucleotides and expressing RNAi triggers from viral vectors — have been developed for successful RNAi in cell culture and in vivo .	RNA oligonucleotides	successful RNAi in cell culture and in vivo	MECHANISM	accept
udp4z0h4_abstract_abstract+	Various methods — including delivering RNA oligonucleotides and expressing RNAi triggers from viral vectors — have been developed for successful RNAi in cell culture and in vivo .	expressing RNAi triggers from viral vectors	successful RNAi in cell culture and in vivo	MECHANISM	accept
udp4z0h4_abstract_abstract++	Recently , RNAi - based gene silencing approaches have been demonstrated in humans , and ongoing clinical trials hold promise for treating fatal disorders or providing alternatives to traditional small molecule therapies .	RNAi - based gene silencing approaches	treating fatal disorders	MECHANISM	accept
udp4z0h4_abstract_abstract++	Recently , RNAi - based gene silencing approaches have been demonstrated in humans , and ongoing clinical trials hold promise for treating fatal disorders or providing alternatives to traditional small molecule therapies .	RNAi - based gene silencing approaches	providing alternatives to traditional small molecule therapies	MECHANISM	accept
udp4z0h4_abstract_abstract+++	Here we describe the broad range of approaches to achieve targeted gene silencing for therapy , discuss important considerations when developing RNAi triggers for use in humans , and review the current status of clinical trials .	approaches	targeted gene silencing for therapy	MECHANISM	accept
w8trclz6_abstract_abstract	Background Standard precautions ( SPs ) serve as the first line of defense against exposure to blood and body fluids . The objective of this study was to explore the adherence of nurses to SPs and to identify factors influencing adherence to SPs . Methods	Standard precautions ( SPs )	defense against exposure to blood and body fluids	MECHANISM	accept
w8trclz6_abstract_abstract+	This study was an exploratory cross - sectional survey . A total of 339 nurses from 9 general hospitals and 3 tertiary hospitals located in 3 South Korean cities were selected . Hierarchical regression was used to examine the effects of sociodemographic , individual , and institutional factors .	Hierarchical regression	effects of sociodemographic , individual , and institutional factors	MECHANISM	accept
w8trclz6_abstract_abstract++	Results A higher , or positive , attitude was the strongest influencing factor in adherence to SPs in the final model , followed by administrative support , hospital types , and safety climate , in descending order .	A higher , or positive , attitude	adherence to SPs	MECHANISM	accept
w8trclz6_abstract_abstract++	Results A higher , or positive , attitude was the strongest influencing factor in adherence to SPs in the final model , followed by administrative support , hospital types , and safety climate , in descending order .	administrative support	adherence to SPs	MECHANISM	accept
w8trclz6_abstract_abstract++	Results A higher , or positive , attitude was the strongest influencing factor in adherence to SPs in the final model , followed by administrative support , hospital types , and safety climate , in descending order .	safety climate	adherence to SPs	MECHANISM	accept
w8trclz6_abstract_abstract++	Results A higher , or positive , attitude was the strongest influencing factor in adherence to SPs in the final model , followed by administrative support , hospital types , and safety climate , in descending order .	hospital types	adherence to SPs	MECHANISM	accept
w8trclz6_abstract_abstract+++	These 4 variables accounted for 26.0 % of the variance in adherence to SPs . Conclusions The attitudes of nurses toward SPs is important for increasing the adherence to SP best practices .	attitudes of nurses	adherence to SP best practices	MECHANISM	accept
w8trclz6_abstract_abstract++++	The adherence of nurses to SPs will improve if safe environments are created in different hospital types and if managerial support and administrative efforts are supportive and sustained .	safe environments	adherence of nurses to SPs	MECHANISM	accept
w8trclz6_abstract_abstract++++	The adherence of nurses to SPs will improve if safe environments are created in different hospital types and if managerial support and administrative efforts are supportive and sustained .	managerial support	adherence of nurses to SPs	MECHANISM	accept
w8trclz6_abstract_abstract++++	The adherence of nurses to SPs will improve if safe environments are created in different hospital types and if managerial support and administrative efforts are supportive and sustained .	administrative efforts	adherence of nurses to SPs	MECHANISM	accept
by3wkbtl_abstract_abstract	Abstract With a five dimensional system of ordinary differential equations based on the SIR and SIS models , we consider the dynamics of epidemics in a community which consists of residents and short - stay visitors .	five dimensional system of ordinary differential equations	dynamics of epidemics	MECHANISM	accept
asjvf123_abstract_abstract	Abstract The major concern for severe acute respiratory syndrome ( SARS ) , caused by the SARS - associated coronavirus ( SARS - CoV ) , is the lack of diagnostic and therapeutic agents .	SARS - associated coronavirus ( SARS - CoV )	severe acute respiratory syndrome ( SARS )	MECHANISM	accept
asjvf123_abstract_abstract	Abstract The major concern for severe acute respiratory syndrome ( SARS ) , caused by the SARS - associated coronavirus ( SARS - CoV ) , is the lack of diagnostic and therapeutic agents .	diagnostic and therapeutic agents	severe acute respiratory syndrome ( SARS )	MECHANISM	accept
asjvf123_abstract_abstract+	Using a phage display technology in a chicken system , high - affinity monoclonal antibody fragments against the SARS - CoV spike protein were characterized . Ten truncated spike protein gene fragments were expressed in Escherichia coli cells .	phage display technology in a chicken system	high - affinity monoclonal antibody fragments	MECHANISM	accept
asjvf123_abstract_abstract+	Using a phage display technology in a chicken system , high - affinity monoclonal antibody fragments against the SARS - CoV spike protein were characterized . Ten truncated spike protein gene fragments were expressed in Escherichia coli cells .	high - affinity monoclonal antibody fragments	SARS - CoV spike protein	MECHANISM	accept
asjvf123_abstract_abstract+	Using a phage display technology in a chicken system , high - affinity monoclonal antibody fragments against the SARS - CoV spike protein were characterized . Ten truncated spike protein gene fragments were expressed in Escherichia coli cells .	expressed in Escherichia coli cells	truncated spike protein gene fragments	MECHANISM	accept
asjvf123_abstract_abstract++	Following the immunization of chickens with these recombinant spike proteins , two single - chain variable fragment ( scFv ) antibody libraries were established with short or long linkers to contain 5×107 and 9×106 transformants , respectively .	recombinant spike proteins	immunization of chickens	MECHANISM	accept
asjvf123_abstract_abstract+++	After four rounds of panning selection , the scFv antibodies of randomly chosen clones were demonstrated by Coomassie blue staining , and verified by western blot analysis .	Coomassie blue staining	scFv antibodies	MECHANISM	accept
asjvf123_abstract_abstract+++	After four rounds of panning selection , the scFv antibodies of randomly chosen clones were demonstrated by Coomassie blue staining , and verified by western blot analysis .	western blot analysis	scFv antibodies	MECHANISM	accept
asjvf123_abstract_abstract++++	In a comparison of nucleotide sequences with the chicken germline gene , we found that all clones varied in the complementarity - determining regions , that two scFv antibodies reacted significantly with SARS - CoV - infected Vero cells , and that those two specific scFv antibodies recognized the same region of the spike protein spanning amino acid residues 750–1000 .	chicken germline gene	comparison of nucleotide sequences	MECHANISM	accept
asjvf123_abstract_abstract++++	In a comparison of nucleotide sequences with the chicken germline gene , we found that all clones varied in the complementarity - determining regions , that two scFv antibodies reacted significantly with SARS - CoV - infected Vero cells , and that those two specific scFv antibodies recognized the same region of the spike protein spanning amino acid residues 750–1000 .	comparison of nucleotide sequences	clones varied in the complementarity - determining regions	MECHANISM	accept
asjvf123_abstract_abstract++++	In a comparison of nucleotide sequences with the chicken germline gene , we found that all clones varied in the complementarity - determining regions , that two scFv antibodies reacted significantly with SARS - CoV - infected Vero cells , and that those two specific scFv antibodies recognized the same region of the spike protein spanning amino acid residues 750–1000 .	two scFv antibodies	SARS - CoV - infected Vero cells	MECHANISM	accept
asjvf123_abstract_abstract++++	In a comparison of nucleotide sequences with the chicken germline gene , we found that all clones varied in the complementarity - determining regions , that two scFv antibodies reacted significantly with SARS - CoV - infected Vero cells , and that those two specific scFv antibodies recognized the same region of the spike protein spanning amino acid residues 750–1000 .	scFv antibodies recognized	spike protein	MECHANISM	accept
asjvf123_abstract_abstract+++++	In conclusion , the results suggest that the chicken scFv phage display system can be a potential model for mass production of high - affinity antibodies against the SARS - CoV spike protein .	chicken scFv phage display system	model	MECHANISM	accept
asjvf123_abstract_abstract+++++	In conclusion , the results suggest that the chicken scFv phage display system can be a potential model for mass production of high - affinity antibodies against the SARS - CoV spike protein .	high - affinity antibodies	SARS - CoV spike protein	MECHANISM	accept
vhm3w7nc_abstract_abstract	An 8‐year‐old , spayed female Domestic Short‐haired cat was referred for further evaluation of chronic lymphocytic – plasmacytic stomatitis and bilateral ocular disease . The cat had been treated with systemic glucocorticoids for several months .	systemic glucocorticoids	bilateral ocular disease	MECHANISM	accept
vhm3w7nc_abstract_abstract	An 8‐year‐old , spayed female Domestic Short‐haired cat was referred for further evaluation of chronic lymphocytic – plasmacytic stomatitis and bilateral ocular disease . The cat had been treated with systemic glucocorticoids for several months .	systemic glucocorticoids	chronic lymphocytic – plasmacytic stomatitis	MECHANISM	accept
vhm3w7nc_abstract_abstract+	Initial ophthalmic examination revealed bilateral deep stromal corneal ulcers , exudative panuveitis and secondary glaucoma . Mature mild neutrophilia and monocytosis were detected on complete blood cell count . Abnormalities in the serum profile were hyperglycemia , mild azotemia , hyperglobulinemia and moderate polyclonal gammapathy .	ophthalmic examination	bilateral deep stromal corneal ulcers	MECHANISM	accept
vhm3w7nc_abstract_abstract+	Initial ophthalmic examination revealed bilateral deep stromal corneal ulcers , exudative panuveitis and secondary glaucoma . Mature mild neutrophilia and monocytosis were detected on complete blood cell count . Abnormalities in the serum profile were hyperglycemia , mild azotemia , hyperglobulinemia and moderate polyclonal gammapathy .	ophthalmic examination	exudative panuveitis	MECHANISM	accept
vhm3w7nc_abstract_abstract+	Initial ophthalmic examination revealed bilateral deep stromal corneal ulcers , exudative panuveitis and secondary glaucoma . Mature mild neutrophilia and monocytosis were detected on complete blood cell count . Abnormalities in the serum profile were hyperglycemia , mild azotemia , hyperglobulinemia and moderate polyclonal gammapathy .	ophthalmic examination	secondary glaucoma	MECHANISM	accept
vhm3w7nc_abstract_abstract+	Initial ophthalmic examination revealed bilateral deep stromal corneal ulcers , exudative panuveitis and secondary glaucoma . Mature mild neutrophilia and monocytosis were detected on complete blood cell count . Abnormalities in the serum profile were hyperglycemia , mild azotemia , hyperglobulinemia and moderate polyclonal gammapathy .	complete blood cell count	neutrophilia	MECHANISM	accept
vhm3w7nc_abstract_abstract+	Initial ophthalmic examination revealed bilateral deep stromal corneal ulcers , exudative panuveitis and secondary glaucoma . Mature mild neutrophilia and monocytosis were detected on complete blood cell count . Abnormalities in the serum profile were hyperglycemia , mild azotemia , hyperglobulinemia and moderate polyclonal gammapathy .	complete blood cell count	monocytosis	MECHANISM	accept
vhm3w7nc_abstract_abstract+	Initial ophthalmic examination revealed bilateral deep stromal corneal ulcers , exudative panuveitis and secondary glaucoma . Mature mild neutrophilia and monocytosis were detected on complete blood cell count . Abnormalities in the serum profile were hyperglycemia , mild azotemia , hyperglobulinemia and moderate polyclonal gammapathy .	serum profile	mild azotemia	MECHANISM	accept
vhm3w7nc_abstract_abstract+	Initial ophthalmic examination revealed bilateral deep stromal corneal ulcers , exudative panuveitis and secondary glaucoma . Mature mild neutrophilia and monocytosis were detected on complete blood cell count . Abnormalities in the serum profile were hyperglycemia , mild azotemia , hyperglobulinemia and moderate polyclonal gammapathy .	serum profile	hyperglobulinemia	MECHANISM	accept
vhm3w7nc_abstract_abstract+	Initial ophthalmic examination revealed bilateral deep stromal corneal ulcers , exudative panuveitis and secondary glaucoma . Mature mild neutrophilia and monocytosis were detected on complete blood cell count . Abnormalities in the serum profile were hyperglycemia , mild azotemia , hyperglobulinemia and moderate polyclonal gammapathy .	serum profile	hyperglycemia	MECHANISM	accept
vhm3w7nc_abstract_abstract+	Initial ophthalmic examination revealed bilateral deep stromal corneal ulcers , exudative panuveitis and secondary glaucoma . Mature mild neutrophilia and monocytosis were detected on complete blood cell count . Abnormalities in the serum profile were hyperglycemia , mild azotemia , hyperglobulinemia and moderate polyclonal gammapathy .	serum profile	moderate polyclonal gammapathy	MECHANISM	accept
vhm3w7nc_abstract_abstract++	Urinalysis revealed glucosuria without ketonuria . Diabetes mellitus was diagnosed and treatment with long‐acting insulin was started . An enzyme‐linked immunosorbent assay was highly positive for leishmaniasis , and treatment with allopurinol was started .	long‐acting insulin	Diabetes mellitus	MECHANISM	accept
vhm3w7nc_abstract_abstract++	Urinalysis revealed glucosuria without ketonuria . Diabetes mellitus was diagnosed and treatment with long‐acting insulin was started . An enzyme‐linked immunosorbent assay was highly positive for leishmaniasis , and treatment with allopurinol was started .	allopurinol	leishmaniasis	MECHANISM	accept
vhm3w7nc_abstract_abstract++	Urinalysis revealed glucosuria without ketonuria . Diabetes mellitus was diagnosed and treatment with long‐acting insulin was started . An enzyme‐linked immunosorbent assay was highly positive for leishmaniasis , and treatment with allopurinol was started .	Urinalysis	glucosuria without ketonuria	MECHANISM	accept
vhm3w7nc_abstract_abstract++	Urinalysis revealed glucosuria without ketonuria . Diabetes mellitus was diagnosed and treatment with long‐acting insulin was started . An enzyme‐linked immunosorbent assay was highly positive for leishmaniasis , and treatment with allopurinol was started .	enzyme‐linked immunosorbent assay	leishmaniasis	MECHANISM	accept
vhm3w7nc_abstract_abstract+++	Although specific topical treatment was applied , melting ulcers progressed to corneal perforation and both eyes were enucleated . Ocular histology showed large numbers of intracellular organisms compatible with amastigotes of the genus Leishmania located in the uveal tract , cornea , sclera and retina .	topical treatment	melting ulcers	MECHANISM	accept
vhm3w7nc_abstract_abstract+++	Although specific topical treatment was applied , melting ulcers progressed to corneal perforation and both eyes were enucleated . Ocular histology showed large numbers of intracellular organisms compatible with amastigotes of the genus Leishmania located in the uveal tract , cornea , sclera and retina .	melting ulcers	corneal perforation	MECHANISM	accept
vhm3w7nc_abstract_abstract+++	Although specific topical treatment was applied , melting ulcers progressed to corneal perforation and both eyes were enucleated . Ocular histology showed large numbers of intracellular organisms compatible with amastigotes of the genus Leishmania located in the uveal tract , cornea , sclera and retina .	melting ulcers	eyes were enucleated	MECHANISM	accept
vhm3w7nc_abstract_abstract+++	Although specific topical treatment was applied , melting ulcers progressed to corneal perforation and both eyes were enucleated . Ocular histology showed large numbers of intracellular organisms compatible with amastigotes of the genus Leishmania located in the uveal tract , cornea , sclera and retina .	Ocular histology	intracellular organisms compatible with amastigotes	MECHANISM	accept
vhm3w7nc_abstract_abstract++++	Results of inmunohistochemistry staining on ocular samples were positive for Leishmania . Bone marrow cytology demonstrated numerous macrophages with intracytoplasmatic Leishmania . Polymerase chain reaction results on bone marrow for Leishmania were positive . Three weeks later , hypoglycemic episodes permitted withdrawal of the insulin therapy .	hypoglycemic episodes	withdrawal of the insulin therapy	MECHANISM	accept
vhm3w7nc_abstract_abstract++++	Results of inmunohistochemistry staining on ocular samples were positive for Leishmania . Bone marrow cytology demonstrated numerous macrophages with intracytoplasmatic Leishmania . Polymerase chain reaction results on bone marrow for Leishmania were positive . Three weeks later , hypoglycemic episodes permitted withdrawal of the insulin therapy .	inmunohistochemistry staining	ocular samples	MECHANISM	accept
vhm3w7nc_abstract_abstract++++	Results of inmunohistochemistry staining on ocular samples were positive for Leishmania . Bone marrow cytology demonstrated numerous macrophages with intracytoplasmatic Leishmania . Polymerase chain reaction results on bone marrow for Leishmania were positive . Three weeks later , hypoglycemic episodes permitted withdrawal of the insulin therapy .	Bone marrow cytology	numerous macrophages with intracytoplasmatic Leishmania	MECHANISM	accept
vhm3w7nc_abstract_abstract++++	Results of inmunohistochemistry staining on ocular samples were positive for Leishmania . Bone marrow cytology demonstrated numerous macrophages with intracytoplasmatic Leishmania . Polymerase chain reaction results on bone marrow for Leishmania were positive . Three weeks later , hypoglycemic episodes permitted withdrawal of the insulin therapy .	Polymerase chain reaction	bone marrow	MECHANISM	accept
vhm3w7nc_abstract_abstract+++++	To the authors ’ knowledge this is the first case of ocular and visceral leishmaniasis diagnosed in vivo and under systemic treatment in a cat .	systemic treatment	ocular and visceral leishmaniasis	MECHANISM	accept
fte7h7mf_abstract_abstract	Genome replication and assembly of viruses often takes place in specific intracellular compartments where viral components concentrate , thereby increasing the efficiency of the processes .	specific intracellular compartments	Genome replication	MECHANISM	accept
